phrase,category,final_score,quality_classification,decision,distinctiveness_score,describability_score,legacy_heuristics_score,cultural_validation_score,duration_ms,timestamp,error
"Electric Guitar","Music & Artists",28.38,poor,[object Object],0,20,5.25,0,61,2025-07-31T15:53:10.929Z,
"Elton John","Music & Artists",22.06,poor,[object Object],0,13,7.75,0,61,2025-07-31T15:53:10.929Z,
"Elvis Presley","Music & Artists",46.02,acceptable,[object Object],25,13,6.5,0,57,2025-07-31T15:53:10.930Z,
"Guitar Hero","Music & Artists",30.46,poor,[object Object],0,20,7.75,0,8,2025-07-31T15:53:10.990Z,
"Guitar Solo","Music & Artists",30.46,poor,[object Object],0,20,7.75,0,8,2025-07-31T15:53:10.990Z,
"Hip Hop Beat","Music & Artists",40.33,acceptable,[object Object],0,20,10,8,8,2025-07-31T15:53:10.990Z,
"Hip Hop Dance","Music & Artists",39.64,poor,[object Object],0,20,9.17,8,8,2025-07-31T15:53:10.990Z,
"Jazz Band","Music & Artists",23.10,poor,[object Object],0,13,9,0,8,2025-07-31T15:53:10.990Z,
"Jazz Festival","Music & Artists",25.18,poor,[object Object],0,13,11.5,0,8,2025-07-31T15:53:10.990Z,
"Jazz Quartet","Music & Artists",22.06,poor,[object Object],0,13,7.75,0,8,2025-07-31T15:53:10.990Z,
"Jazz Singer","Music & Artists",22.06,poor,[object Object],0,13,7.75,0,8,2025-07-31T15:53:10.990Z,
"Justin Bieber","Music & Artists",11.42,unacceptable,[object Object],0,5,6.5,0,8,2025-07-31T15:53:10.990Z,
"K-Pop Idol","Music & Artists",23.10,poor,[object Object],0,13,9,0,8,2025-07-31T15:53:10.990Z,
"Kanye West","Music & Artists",22.46,poor,[object Object],0,5,7.75,10,8,2025-07-31T15:53:10.990Z,
"Katy Perry","Music & Artists",12.46,unacceptable,[object Object],0,5,7.75,0,8,2025-07-31T15:53:10.990Z,
"Lady Gaga","Music & Artists",23.10,poor,[object Object],0,13,9,0,8,2025-07-31T15:53:10.990Z,
"Michael Jackson","Music & Artists",46.02,acceptable,[object Object],25,13,6.5,0,6,2025-07-31T15:53:10.990Z,
"Music Festival","Music & Artists",62.75,good,[object Object],0,20,16.5,25,7,2025-07-31T15:53:10.991Z,
"Opera Singer","Music & Artists",21.02,poor,[object Object],0,13,6.5,0,7,2025-07-31T15:53:10.991Z,
"Piano Concert","Music & Artists",32.14,poor,[object Object],0,13,10.25,8,7,2025-07-31T15:53:10.991Z,
"Piano Concerto","Music & Artists",27.98,poor,[object Object],0,13,5.25,8,7,2025-07-31T15:53:10.991Z,
"Piano Keys","Music & Artists",22.06,poor,[object Object],0,13,7.75,0,7,2025-07-31T15:53:10.991Z,
"Piano Lesson","Music & Artists",21.02,poor,[object Object],0,13,6.5,0,7,2025-07-31T15:53:10.991Z,
"Piano Man","Music & Artists",28.31,poor,[object Object],0,13,15.25,0,7,2025-07-31T15:53:10.991Z,
"Piano Recital","Music & Artists",21.02,poor,[object Object],0,13,6.5,0,7,2025-07-31T15:53:10.991Z,
"Piano Solo","Music & Artists",30.46,poor,[object Object],0,20,7.75,0,7,2025-07-31T15:53:10.991Z,
"Playing Drums","Music & Artists",21.02,poor,[object Object],0,13,6.5,0,7,2025-07-31T15:53:10.991Z,
"Pop Idol","Music & Artists",23.10,poor,[object Object],0,13,9,0,7,2025-07-31T15:53:10.991Z,
"Pop Star","Music & Artists",23.10,poor,[object Object],0,13,9,0,7,2025-07-31T15:53:10.991Z,
"Rap Battle","Music & Artists",22.06,poor,[object Object],0,13,7.75,0,6,2025-07-31T15:53:10.992Z,
"Rock Band","Music & Artists",33.10,poor,[object Object],0,13,9,10,6,2025-07-31T15:53:10.992Z,
"Rock Concert","Music & Artists",23.58,poor,[object Object],0,5,11.5,8,6,2025-07-31T15:53:10.992Z,
"Rock Festival","Music & Artists",25.18,poor,[object Object],0,13,11.5,0,6,2025-07-31T15:53:10.992Z,
"Rock Star","Music & Artists",13.50,unacceptable,[object Object],0,5,9,0,6,2025-07-31T15:53:10.992Z,
"Rock and Roll","Music & Artists",29.49,poor,[object Object],0,13,16.67,0,6,2025-07-31T15:53:10.992Z,
"Rolling Stones","Music & Artists",21.02,poor,[object Object],0,13,6.5,0,6,2025-07-31T15:53:10.992Z,
"Saxophone Player","Music & Artists",28.38,poor,[object Object],0,20,5.25,0,6,2025-07-31T15:53:10.992Z,
"Saxophone Solo","Music & Artists",29.42,poor,[object Object],0,20,6.5,0,6,2025-07-31T15:53:10.992Z,
"Singing Competition","Music & Artists",19.98,unacceptable,[object Object],0,13,5.25,0,6,2025-07-31T15:53:10.992Z,
"Singing Contest","Music & Artists",21.02,poor,[object Object],0,13,6.5,0,6,2025-07-31T15:53:10.992Z,
"Singing In Shower","Music & Artists",28.10,poor,[object Object],0,13,15,0,5,2025-07-31T15:53:10.993Z,
"Singing in Shower","Music & Artists",28.10,poor,[object Object],0,13,15,0,5,2025-07-31T15:53:10.993Z,
"Taylor Swift","Music & Artists",56.02,acceptable,[object Object],25,13,6.5,10,2,2025-07-31T15:53:10.994Z,
"The Beatles","Music & Artists",30.39,poor,[object Object],0,13,17.75,0,4,2025-07-31T15:53:10.994Z,
"Ukulele Player","Music & Artists",21.02,poor,[object Object],0,13,6.5,0,4,2025-07-31T15:53:10.994Z,
"Violin Concert","Music & Artists",22.54,poor,[object Object],0,5,10.25,8,4,2025-07-31T15:53:10.994Z,
"Violin Concerto","Music & Artists",27.98,poor,[object Object],0,13,5.25,8,4,2025-07-31T15:53:10.994Z,
"Violin Solo","Music & Artists",22.06,poor,[object Object],0,13,7.75,0,4,2025-07-31T15:53:10.994Z,
"Violin String","Music & Artists",21.02,poor,[object Object],0,13,6.5,0,4,2025-07-31T15:53:10.994Z,
"Violin Strings","Music & Artists",21.02,poor,[object Object],0,13,6.5,0,4,2025-07-31T15:53:10.994Z,
"Violin Symphony","Music & Artists",19.98,unacceptable,[object Object],0,13,5.25,0,4,2025-07-31T15:53:10.994Z,
"Aurora","Nature & Animals",18.52,unacceptable,[object Object],0,13,3.5,0,4,2025-07-31T15:53:10.994Z,
"Bear Hibernation","Nature & Animals",11.42,unacceptable,[object Object],0,5,6.5,0,4,2025-07-31T15:53:10.994Z,
"Beaver Dam","Nature & Animals",22.06,poor,[object Object],0,13,7.75,0,65,2025-07-31T15:53:10.998Z,
"Beehive Buzzing","Nature & Animals",11.42,unacceptable,[object Object],0,5,6.5,0,65,2025-07-31T15:53:10.998Z,
"Bird Migration","Nature & Animals",21.02,poor,[object Object],0,13,6.5,0,65,2025-07-31T15:53:10.998Z,
"Bird Watching","Nature & Animals",29.42,poor,[object Object],0,20,6.5,0,65,2025-07-31T15:53:10.998Z,
"Blooming Flowers","Nature & Animals",10.38,unacceptable,[object Object],0,5,5.25,0,65,2025-07-31T15:53:10.998Z,
"Busy Beehive","Nature & Animals",16.63,unacceptable,[object Object],0,5,12.75,0,65,2025-07-31T15:53:10.998Z,
"Butterfly Flutter","Nature & Animals",19.98,unacceptable,[object Object],0,13,5.25,0,64,2025-07-31T15:53:10.999Z,
"Butterfly Garden","Nature & Animals",28.38,poor,[object Object],0,20,5.25,0,64,2025-07-31T15:53:10.999Z,
"Cherry Blossom","Nature & Animals",11.42,unacceptable,[object Object],0,5,6.5,0,64,2025-07-31T15:53:10.999Z,
"Climbing Trees","Nature & Animals",19.98,unacceptable,[object Object],0,13,5.25,0,64,2025-07-31T15:53:10.999Z,
"Coral Reef","Nature & Animals",22.06,poor,[object Object],0,13,7.75,0,64,2025-07-31T15:53:10.999Z,
"Desert Cactus","Nature & Animals",21.02,poor,[object Object],0,13,6.5,0,64,2025-07-31T15:53:10.999Z,
"Desert Oasis","Nature & Animals",11.42,unacceptable,[object Object],0,5,6.5,0,64,2025-07-31T15:53:10.999Z,
"Dinosaur","Nature & Animals",6.83,unacceptable,[object Object],0,5,1,0,64,2025-07-31T15:53:10.999Z,
"Dolphin Dance","Nature & Animals",29.42,poor,[object Object],0,20,6.5,0,64,2025-07-31T15:53:10.999Z,
"Dolphin Jump","Nature & Animals",22.06,poor,[object Object],0,13,7.75,0,64,2025-07-31T15:53:10.999Z,
"Eagle Soaring","Nature & Animals",11.42,unacceptable,[object Object],0,5,6.5,0,64,2025-07-31T15:53:10.999Z,
"Elephant Herd","Nature & Animals",21.02,poor,[object Object],0,13,6.5,0,64,2025-07-31T15:53:10.999Z,
"Elephant Trunk","Nature & Animals",10.38,unacceptable,[object Object],0,5,5.25,0,64,2025-07-31T15:53:10.999Z,
"Flying Bird","Nature & Animals",22.06,poor,[object Object],0,13,7.75,0,64,2025-07-31T15:53:10.999Z,
"Flying Squirrel","Nature & Animals",19.98,unacceptable,[object Object],0,13,5.25,0,64,2025-07-31T15:53:10.999Z,
"Forest Fire","Nature & Animals",22.06,poor,[object Object],0,13,7.75,0,6,2025-07-31T15:53:11.057Z,
"Forest Hike","Nature & Animals",22.06,poor,[object Object],0,13,7.75,0,6,2025-07-31T15:53:11.057Z,
"Forest Trail","Nature & Animals",21.02,poor,[object Object],0,13,6.5,0,6,2025-07-31T15:53:11.057Z,
"Forest Walk","Nature & Animals",22.06,poor,[object Object],0,13,7.75,0,6,2025-07-31T15:53:11.057Z,
"Giraffe Eating","Nature & Animals",21.02,poor,[object Object],0,13,6.5,0,6,2025-07-31T15:53:11.057Z,
"Giraffe Neck","Nature & Animals",12.46,unacceptable,[object Object],0,5,7.75,0,6,2025-07-31T15:53:11.057Z,
"Hiking Mountain","Nature & Animals",10.38,unacceptable,[object Object],0,5,5.25,0,6,2025-07-31T15:53:11.057Z,
"Honey Bee","Nature & Animals",12.46,unacceptable,[object Object],0,5,7.75,0,5,2025-07-31T15:53:11.058Z,
"Hummingbird Hover","Nature & Animals",10.38,unacceptable,[object Object],0,5,5.25,0,5,2025-07-31T15:53:11.058Z,
"Jungle Safari","Nature & Animals",21.02,poor,[object Object],0,13,6.5,0,5,2025-07-31T15:53:11.058Z,
"Kangaroo Jump","Nature & Animals",21.02,poor,[object Object],0,13,6.5,0,5,2025-07-31T15:53:11.058Z,
"Kangaroo Jumping","Nature & Animals",10.38,unacceptable,[object Object],0,5,5.25,0,5,2025-07-31T15:53:11.058Z,
"Lion Roar","Nature & Animals",31.50,poor,[object Object],0,20,9,0,5,2025-07-31T15:53:11.058Z,
"Lion Roaring","Nature & Animals",22.06,poor,[object Object],0,13,7.75,0,5,2025-07-31T15:53:11.058Z,
"Misty Mountains","Nature & Animals",19.98,unacceptable,[object Object],0,13,5.25,0,5,2025-07-31T15:53:11.058Z,
"Mountain Climb","Nature & Animals",19.98,unacceptable,[object Object],0,13,5.25,0,5,2025-07-31T15:53:11.058Z,
"Mountain Peak","Nature & Animals",11.42,unacceptable,[object Object],0,5,6.5,0,5,2025-07-31T15:53:11.058Z,
"Ocean Waves","Nature & Animals",21.02,poor,[object Object],0,13,6.5,0,5,2025-07-31T15:53:11.058Z,
"Penguin Waddle","Nature & Animals",11.42,unacceptable,[object Object],0,5,6.5,0,5,2025-07-31T15:53:11.058Z,
"Polar Bear","Nature & Animals",12.46,unacceptable,[object Object],0,5,7.75,0,5,2025-07-31T15:53:11.058Z,
"Rainforest Canopy","Nature & Animals",19.98,unacceptable,[object Object],0,13,5.25,0,4,2025-07-31T15:53:11.059Z,
"Rainforest Sounds","Nature & Animals",19.98,unacceptable,[object Object],0,13,5.25,0,4,2025-07-31T15:53:11.059Z,
"Roaring Lion","Nature & Animals",22.06,poor,[object Object],0,13,7.75,0,4,2025-07-31T15:53:11.059Z,
"Running Cheetah","Nature & Animals",34.23,poor,[object Object],0,13,12.75,8,4,2025-07-31T15:53:11.059Z,
"Shark","Nature & Animals",8.92,unacceptable,[object Object],0,5,3.5,0,4,2025-07-31T15:53:11.059Z,
"Snail Crawl","Nature & Animals",11.42,unacceptable,[object Object],0,5,6.5,0,4,2025-07-31T15:53:11.059Z,
"Snowy Owl","Nature & Animals",22.06,poor,[object Object],0,13,7.75,0,4,2025-07-31T15:53:11.059Z,
"Sunflower Field","Nature & Animals",27.98,poor,[object Object],0,13,5.25,8,4,2025-07-31T15:53:11.059Z,
"Sunset Horizon","Nature & Animals",11.42,unacceptable,[object Object],0,5,6.5,0,4,2025-07-31T15:53:11.059Z,
"Swimming Dolphin","Nature & Animals",42.63,acceptable,[object Object],0,20,12.75,8,65,2025-07-31T15:53:11.063Z,
"Swimming Dolphins","Nature & Animals",33.18,poor,[object Object],0,13,11.5,8,65,2025-07-31T15:53:11.063Z,
"Tree Climbing","Nature & Animals",11.42,unacceptable,[object Object],0,5,6.5,0,65,2025-07-31T15:53:11.063Z,
"Tropical Rain","Nature & Animals",21.02,poor,[object Object],0,13,6.5,0,65,2025-07-31T15:53:11.063Z,
"Tropical Rainforest","Nature & Animals",18.93,unacceptable,[object Object],0,13,4,0,65,2025-07-31T15:53:11.063Z,
"Volcano Eruption","Nature & Animals",19.98,unacceptable,[object Object],0,13,5.25,0,65,2025-07-31T15:53:11.063Z,
"Whale Breaching","Nature & Animals",10.38,unacceptable,[object Object],0,5,5.25,0,65,2025-07-31T15:53:11.063Z,
"Actor","Occupations & Jobs",18.52,unacceptable,[object Object],0,13,3.5,0,65,2025-07-31T15:53:11.063Z,
"Barber","Occupations & Jobs",8.92,unacceptable,[object Object],0,5,3.5,0,65,2025-07-31T15:53:11.063Z,
"Bus Driver","Occupations & Jobs",33.52,poor,[object Object],0,13,21.5,0,65,2025-07-31T15:53:11.063Z,
"Construction Worker","Occupations & Jobs",10.38,unacceptable,[object Object],0,5,5.25,0,64,2025-07-31T15:53:11.064Z,
"Farmer","Occupations & Jobs",8.92,unacceptable,[object Object],0,5,3.5,0,64,2025-07-31T15:53:11.064Z,
"Police Officer","Occupations & Jobs",34.63,poor,[object Object],0,20,12.75,0,64,2025-07-31T15:53:11.064Z,
"School Teacher","Occupations & Jobs",26.00,poor,[object Object],0,5,24,0,64,2025-07-31T15:53:11.064Z,
"Taxi Driver","Occupations & Jobs",27.27,poor,[object Object],0,13,14,0,64,2025-07-31T15:53:11.064Z,
"Waiter","Occupations & Jobs",8.92,unacceptable,[object Object],0,5,3.5,0,64,2025-07-31T15:53:11.064Z,
"Airplane Boarding","Places & Travel",9.33,unacceptable,[object Object],0,5,4,0,64,2025-07-31T15:53:11.064Z,
"Airport Check-In","Places & Travel",11.42,unacceptable,[object Object],0,5,6.5,0,64,2025-07-31T15:53:11.064Z,
"Airport Security","Places & Travel",19.98,unacceptable,[object Object],0,13,5.25,0,64,2025-07-31T15:53:11.064Z,
"Alaskan Cruise","Places & Travel",21.02,poor,[object Object],0,13,6.5,0,64,2025-07-31T15:53:11.064Z,
"Amazon Rainforest","Places & Travel",34.98,poor,[object Object],0,13,5.25,15,64,2025-07-31T15:53:11.064Z,
"Amsterdam","Places & Travel",6.83,unacceptable,[object Object],0,5,1,0,64,2025-07-31T15:53:11.064Z,
"Ancient Pyramids","Places & Travel",19.98,unacceptable,[object Object],0,13,5.25,0,63,2025-07-31T15:53:11.065Z,
"Athens","Places & Travel",8.92,unacceptable,[object Object],0,5,3.5,0,63,2025-07-31T15:53:11.065Z,
"Backpacking Europe","Places & Travel",19.98,unacceptable,[object Object],0,13,5.25,0,63,2025-07-31T15:53:11.065Z,
"Backpacking Journey","Places & Travel",19.98,unacceptable,[object Object],0,13,5.25,0,63,2025-07-31T15:53:11.065Z,
"Backpacking Trip","Places & Travel",21.02,poor,[object Object],0,13,6.5,0,63,2025-07-31T15:53:11.065Z,
"Bangkok","Places & Travel",8.92,unacceptable,[object Object],0,5,3.5,0,63,2025-07-31T15:53:11.065Z,
"Barcelona","Places & Travel",16.43,unacceptable,[object Object],0,13,1,0,63,2025-07-31T15:53:11.065Z,
"Beach Resort","Places & Travel",34.63,poor,[object Object],0,20,12.75,0,63,2025-07-31T15:53:11.065Z,
"Beach Vacation","Places & Travel",33.58,poor,[object Object],0,20,11.5,0,63,2025-07-31T15:53:11.065Z,
"Bungee Jumping","Places & Travel",21.02,poor,[object Object],0,13,6.5,0,63,2025-07-31T15:53:11.065Z,
"Cairo","Places & Travel",18.52,unacceptable,[object Object],0,13,3.5,0,63,2025-07-31T15:53:11.065Z,
"Camping Site","Places & Travel",22.06,poor,[object Object],0,13,7.75,0,63,2025-07-31T15:53:11.065Z,
"Camping Trip","Places & Travel",22.06,poor,[object Object],0,13,7.75,0,63,2025-07-31T15:53:11.065Z,
"City Tour","Places & Travel",29.35,poor,[object Object],0,13,16.5,0,63,2025-07-31T15:53:11.065Z,
"Cruise Ship","Places & Travel",22.06,poor,[object Object],0,13,7.75,0,63,2025-07-31T15:53:11.065Z,
"Desert Safari","Places & Travel",21.02,poor,[object Object],0,13,6.5,0,63,2025-07-31T15:53:11.065Z,
"Dubai","Places & Travel",18.52,unacceptable,[object Object],0,13,3.5,0,63,2025-07-31T15:53:11.065Z,
"Eiffel Tower","Places & Travel",21.02,poor,[object Object],0,13,6.5,0,63,2025-07-31T15:53:11.065Z,
"Florence","Places & Travel",6.83,unacceptable,[object Object],0,5,1,0,62,2025-07-31T15:53:11.066Z,
"Geneva","Places & Travel",8.92,unacceptable,[object Object],0,5,3.5,0,62,2025-07-31T15:53:11.066Z,
"Grand Canyon","Places & Travel",21.42,poor,[object Object],10,5,6.5,0,62,2025-07-31T15:53:11.066Z,
"Great Wall","Places & Travel",28.31,poor,[object Object],0,13,15.25,0,62,2025-07-31T15:53:11.066Z,
"Great Wall of China","Places & Travel",29.35,poor,[object Object],0,13,16.5,0,62,2025-07-31T15:53:11.066Z,
"Hawaiian Luau","Places & Travel",21.02,poor,[object Object],0,13,6.5,0,62,2025-07-31T15:53:11.066Z,
"Helsinki","Places & Travel",16.43,unacceptable,[object Object],0,13,1,0,62,2025-07-31T15:53:11.066Z,
"Hiking Trail","Places & Travel",11.42,unacceptable,[object Object],0,5,6.5,0,62,2025-07-31T15:53:11.066Z,
"Hotel Check-In","Places & Travel",26.63,poor,[object Object],0,5,12.75,10,62,2025-07-31T15:53:11.066Z,
"Island Hop","Places & Travel",22.06,poor,[object Object],0,13,7.75,0,62,2025-07-31T15:53:11.066Z,
"Istanbul","Places & Travel",6.83,unacceptable,[object Object],0,5,1,0,7,2025-07-31T15:53:11.128Z,
"Jungle Trek","Places & Travel",22.06,poor,[object Object],0,13,7.75,0,7,2025-07-31T15:53:11.128Z,
"Lisbon","Places & Travel",8.92,unacceptable,[object Object],0,5,3.5,0,7,2025-07-31T15:53:11.128Z,
"London Bridge","Places & Travel",21.02,poor,[object Object],0,13,6.5,0,7,2025-07-31T15:53:11.128Z,
"Luxury Hotel","Places & Travel",26.63,poor,[object Object],0,5,12.75,10,7,2025-07-31T15:53:11.128Z,
"Machu Picchu","Places & Travel",21.02,poor,[object Object],0,13,6.5,0,7,2025-07-31T15:53:11.128Z,
"Madrid","Places & Travel",18.52,unacceptable,[object Object],0,13,3.5,0,7,2025-07-31T15:53:11.128Z,
"Milan","Places & Travel",18.52,unacceptable,[object Object],0,13,3.5,0,7,2025-07-31T15:53:11.128Z,
"Mount Everest","Places & Travel",21.42,poor,[object Object],10,5,6.5,0,7,2025-07-31T15:53:11.128Z,
"Mountain Hike","Places & Travel",11.42,unacceptable,[object Object],0,5,6.5,0,7,2025-07-31T15:53:11.128Z,
"Mountain Hiking","Places & Travel",10.38,unacceptable,[object Object],0,5,5.25,0,6,2025-07-31T15:53:11.129Z,
"Naples","Places & Travel",8.92,unacceptable,[object Object],0,5,3.5,0,6,2025-07-31T15:53:11.129Z,
"New York City","Places & Travel",24.06,poor,[object Object],0,5,21.67,0,6,2025-07-31T15:53:11.129Z,
"Niagara Falls","Places & Travel",31.02,poor,[object Object],10,13,6.5,0,6,2025-07-31T15:53:11.129Z,
"Oslo","Places & Travel",20.60,poor,[object Object],0,13,6,0,6,2025-07-31T15:53:11.129Z,
"Paris","Places & Travel",43.52,acceptable,[object Object],25,13,3.5,0,5,2025-07-31T15:53:11.129Z,
"Paris Eiffel Tower","Places & Travel",21.85,poor,[object Object],0,13,7.5,0,6,2025-07-31T15:53:11.129Z,
"Passport Control","Places & Travel",28.38,poor,[object Object],0,20,5.25,0,6,2025-07-31T15:53:11.129Z,
"Porto","Places & Travel",18.52,unacceptable,[object Object],0,13,3.5,0,6,2025-07-31T15:53:11.129Z,
"Prague","Places & Travel",18.52,unacceptable,[object Object],0,13,3.5,0,6,2025-07-31T15:53:11.129Z,
"Road Trip","Places & Travel",19.75,unacceptable,[object Object],0,5,16.5,0,6,2025-07-31T15:53:11.129Z,
"Roadside Motel","Places & Travel",19.98,unacceptable,[object Object],0,13,5.25,0,6,2025-07-31T15:53:11.129Z,
"Rome","Places & Travel",11.00,unacceptable,[object Object],0,5,6,0,5,2025-07-31T15:53:11.130Z,
"Rome Colosseum","Places & Travel",11.42,unacceptable,[object Object],0,5,6.5,0,5,2025-07-31T15:53:11.130Z,
"Safari Adventure","Places & Travel",19.98,unacceptable,[object Object],0,13,5.25,0,5,2025-07-31T15:53:11.130Z,
"Santorini Sunset","Places & Travel",10.38,unacceptable,[object Object],0,5,5.25,0,5,2025-07-31T15:53:11.130Z,
"Singapore","Places & Travel",16.43,unacceptable,[object Object],0,13,1,0,5,2025-07-31T15:53:11.130Z,
"Stockholm","Places & Travel",16.43,unacceptable,[object Object],0,13,1,0,5,2025-07-31T15:53:11.130Z,
"Sydney","Places & Travel",26.92,poor,[object Object],0,20,3.5,0,5,2025-07-31T15:53:11.130Z,
"Sydney Opera House","Places & Travel",35.11,poor,[object Object],0,20,13.33,0,5,2025-07-31T15:53:11.130Z,
"Taj Mahal","Places & Travel",22.06,poor,[object Object],0,13,7.75,0,5,2025-07-31T15:53:11.130Z,
"Theme Park","Places & Travel",34.63,poor,[object Object],0,20,12.75,0,5,2025-07-31T15:53:11.130Z,
"Times Square","Places & Travel",11.42,unacceptable,[object Object],0,5,6.5,0,5,2025-07-31T15:53:11.130Z,
"Tokyo","Places & Travel",33.92,poor,[object Object],25,5,3.5,0,4,2025-07-31T15:53:11.130Z,
"Tokyo Disneyland","Places & Travel",27.98,poor,[object Object],0,13,5.25,8,5,2025-07-31T15:53:11.130Z,
"Tokyo Subway","Places & Travel",19.42,unacceptable,[object Object],0,5,6.5,8,5,2025-07-31T15:53:11.130Z,
"Tourist Guide","Places & Travel",11.42,unacceptable,[object Object],0,5,6.5,0,5,2025-07-31T15:53:11.130Z,
"Train Journey","Places & Travel",36.71,poor,[object Object],0,20,15.25,0,5,2025-07-31T15:53:11.130Z,
"Train Station","Places & Travel",28.31,poor,[object Object],0,13,15.25,0,5,2025-07-31T15:53:11.130Z,
"Travel Backpack","Places & Travel",20.38,poor,[object Object],0,5,5.25,10,4,2025-07-31T15:53:11.131Z,
"Tropical Beach","Places & Travel",33.58,poor,[object Object],0,20,11.5,0,4,2025-07-31T15:53:11.131Z,
"Tropical Island","Places & Travel",19.98,unacceptable,[object Object],0,13,5.25,0,4,2025-07-31T15:53:11.131Z,
"Venice Canals","Places & Travel",29.42,poor,[object Object],0,20,6.5,0,4,2025-07-31T15:53:11.131Z,
"Venice Gondola","Places & Travel",29.42,poor,[object Object],0,20,6.5,0,4,2025-07-31T15:53:11.131Z,
"Vienna","Places & Travel",8.92,unacceptable,[object Object],0,5,3.5,0,4,2025-07-31T15:53:11.131Z,
"Weekend Getaway","Places & Travel",11.42,unacceptable,[object Object],0,5,6.5,0,4,2025-07-31T15:53:11.131Z,
"Zurich","Places & Travel",18.52,unacceptable,[object Object],0,13,3.5,0,4,2025-07-31T15:53:11.131Z,
"Baseball Home Run","Sports & Athletes",47.28,acceptable,[object Object],0,20,18.33,8,4,2025-07-31T15:53:11.131Z,
"Baseball Pitch","Sports & Athletes",42.63,acceptable,[object Object],0,20,12.75,8,4,2025-07-31T15:53:11.131Z,
"Baseball Pitcher","Sports & Athletes",42.63,acceptable,[object Object],0,20,12.75,8,4,2025-07-31T15:53:11.131Z,
"Basketball Dunk","Sports & Athletes",43.67,acceptable,[object Object],0,20,14,8,65,2025-07-31T15:53:11.135Z,
"Boxing Match","Sports & Athletes",19.42,unacceptable,[object Object],0,5,6.5,8,65,2025-07-31T15:53:11.135Z,
"Cricket Bat","Sports & Athletes",22.06,poor,[object Object],0,13,7.75,0,65,2025-07-31T15:53:11.135Z,
"Cricket Batting","Sports & Athletes",21.02,poor,[object Object],0,13,6.5,0,64,2025-07-31T15:53:11.136Z,
"Cycling Race","Sports & Athletes",30.06,poor,[object Object],0,13,7.75,8,64,2025-07-31T15:53:11.136Z,
"Dribbling Basketball","Sports & Athletes",41.58,acceptable,[object Object],0,20,11.5,8,64,2025-07-31T15:53:11.136Z,
"Fencing Duel","Sports & Athletes",12.46,unacceptable,[object Object],0,5,7.75,0,64,2025-07-31T15:53:11.136Z,
"Figure Skating","Sports & Athletes",21.02,poor,[object Object],0,13,6.5,0,64,2025-07-31T15:53:11.136Z,
"Football Tackle","Sports & Athletes",42.63,acceptable,[object Object],0,20,12.75,8,64,2025-07-31T15:53:11.136Z,
"Football Touchdown","Sports & Athletes",41.58,acceptable,[object Object],0,20,11.5,8,64,2025-07-31T15:53:11.136Z,
"Formula One","Sports & Athletes",20.79,poor,[object Object],0,5,17.75,0,64,2025-07-31T15:53:11.136Z,
"Golf Swing","Sports & Athletes",34.23,poor,[object Object],0,13,12.75,8,64,2025-07-31T15:53:11.136Z,
"Gymnastics Flip","Sports & Athletes",29.02,poor,[object Object],0,13,6.5,8,64,2025-07-31T15:53:11.136Z,
"Gymnastics Routine","Sports & Athletes",27.98,poor,[object Object],0,13,5.25,8,64,2025-07-31T15:53:11.136Z,
"Hockey Puck","Sports & Athletes",30.06,poor,[object Object],0,13,7.75,8,64,2025-07-31T15:53:11.136Z,
"Home Run","Sports & Athletes",37.75,poor,[object Object],0,20,16.5,0,64,2025-07-31T15:53:11.136Z,
"Ice Hockey","Sports & Athletes",42.63,acceptable,[object Object],0,20,12.75,8,64,2025-07-31T15:53:11.136Z,
"Lionel Messi","Sports & Athletes",11.42,unacceptable,[object Object],0,5,6.5,0,64,2025-07-31T15:53:11.136Z,
"Marathon Runner","Sports & Athletes",36.38,poor,[object Object],0,20,5.25,8,64,2025-07-31T15:53:11.136Z,
"Marathon Running","Sports & Athletes",41.58,acceptable,[object Object],0,20,11.5,8,64,2025-07-31T15:53:11.136Z,
"Olympic Gold","Sports & Athletes",22.06,poor,[object Object],0,13,7.75,0,64,2025-07-31T15:53:11.136Z,
"Olympic Gold Medal","Sports & Athletes",22.54,poor,[object Object],0,13,8.33,0,63,2025-07-31T15:53:11.137Z,
"Olympic Medal","Sports & Athletes",21.02,poor,[object Object],0,13,6.5,0,63,2025-07-31T15:53:11.137Z,
"Olympic Medals","Sports & Athletes",21.02,poor,[object Object],0,13,6.5,0,63,2025-07-31T15:53:11.137Z,
"Olympic Torch","Sports & Athletes",21.02,poor,[object Object],0,13,6.5,0,63,2025-07-31T15:53:11.137Z,
"Penalty Kick","Sports & Athletes",22.06,poor,[object Object],0,13,7.75,0,63,2025-07-31T15:53:11.137Z,
"Rafael Nadal","Sports & Athletes",21.02,poor,[object Object],0,13,6.5,0,63,2025-07-31T15:53:11.137Z,
"Roger Federer","Sports & Athletes",21.02,poor,[object Object],0,13,6.5,0,63,2025-07-31T15:53:11.137Z,
"Rugby Scrum","Sports & Athletes",11.42,unacceptable,[object Object],0,5,6.5,0,63,2025-07-31T15:53:11.137Z,
"Rugby Tackle","Sports & Athletes",21.02,poor,[object Object],0,13,6.5,0,63,2025-07-31T15:53:11.137Z,
"Running Marathon","Sports & Athletes",41.58,acceptable,[object Object],0,20,11.5,8,63,2025-07-31T15:53:11.137Z,
"Running Track","Sports & Athletes",34.23,poor,[object Object],0,13,12.75,8,63,2025-07-31T15:53:11.137Z,
